Customer ID,frequency,recency,T,monetary_value,prob_alive,pred_purchases_6m,pred_purchases_12m,pred_aov,clv_6m,clv_12m,CLV_segment
12346.0,10,196,725,11.298787878787879,0.00043022855042036874,0.0010799244671024456,0.0021639500180805843,11.597696925486382,0.012099213391883938,0.023234187847490977,Low
12347.0,7,402,403,22.26608695652174,0.9835672144345978,3.007090073120219,5.988525523412731,22.447595525706294,65.21402856087332,124.49913597852667,Top
12348.0,4,362,437,39.59607843137255,0.9383466234120684,1.7152631512001717,3.415863248971951,39.24844112040847,65.03959492475782,124.16518607816842,Top
12349.0,3,570,588,25.3068,0.9596272085569627,1.1062339153513194,2.208874569389244,25.56569338060217,27.32213259559475,52.29179260822382,High
12352.0,9,356,392,27.668349514563108,0.9715613005995326,3.7692407550997453,7.506424072594757,27.71679006516741,100.93029452977515,192.68692432651875,Top
12353.0,1,204,408,16.948333333333334,0.7306269877343446,0.616221365952313,1.222141170707048,18.797100315403394,11.191152083801823,21.281439839039916,Mid
12355.0,1,353,567,27.074571428571428,0.7906843686736172,0.505395274828779,1.0063931820536158,27.538738256805715,13.446195807458562,25.667967737625045,Mid
12356.0,5,401,424,44.57118881118881,0.9701946448066566,2.1604651464232547,4.302710789930202,44.13818044419223,92.12682375136993,175.88625851725322,Top
12357.0,2,355,388,61.78263513513514,0.9345051384650398,1.175610693324564,2.3343698159102044,59.48473332336565,67.56315263390206,128.62667968984425,Top
12358.0,4,730,731,50.48142857142857,0.9722781544310789,1.1391490294922573,2.2805268445788403,49.71917283208904,54.714318656151676,104.97669029340499,Top
12359.0,9,676,733,24.482027397260275,0.9734603809848346,2.2060200865028676,4.420465079315978,24.585574347744462,52.39402474042925,100.61356796983135,High
12360.0,7,603,655,19.59857142857143,0.9705485793182738,1.9596827838231252,3.921943706910796,19.839103241970307,37.55831467047382,72.03869851421791,High
12361.0,3,394,681,17.629310344827587,0.7728096497250837,0.7831930292912407,1.5661614510289579,18.273225112118357,13.825672782368962,26.49819181673243,Mid
12362.0,10,735,738,20.060786516853934,0.9880896078022797,2.4411546243711446,4.8923323152577165,20.22307697306826,47.69070579369914,91.59409628889307,High
12363.0,1,132,241,24.0,0.7845929111892472,0.9969932412387229,1.9638796690476141,24.884565008974377,23.972430264464347,45.29150257944701,Mid
12364.0,3,104,111,15.448235294117646,0.9578318871839231,3.7703793137854826,7.3861426142355615,16.2015296344477,59.02982239620859,110.9409333855705,Top
12365.0,1,0,290,29.153636363636362,0.20237198434588055,0.2238431656409543,0.4419902238475802,29.33352450892331,6.344278809894764,12.013905450958834,Low
12369.0,2,228,641,19.25967741935484,0.5118865643920139,0.42064686052580474,0.8400275545778113,20.082280198588865,8.16093502395009,15.620983238486177,Low
12370.0,6,617,668,21.387673267326736,0.9688770591089745,1.6916782129674297,3.3856159685535263,21.62124766201909,35.33431846604903,67.77361545744228,High
12371.0,4,600,644,24.35556886227545,0.9618761047985577,1.2608790838144215,2.521185956974109,24.588436178528422,29.95070964925621,57.39875830769183,High
12372.0,2,224,296,24.962307692307693,0.89919466437933,1.402317642271218,2.7753382102522077,25.36642867009964,34.368963940122,65.22590848253463,High
12373.0,2,362,673,22.110784313725492,0.7533919000631435,0.5931098384208581,1.185032992327846,22.724161473876492,13.020557424066059,24.934826640134418,Mid
12374.0,3,563,587,36.01469879518072,0.9580228461744572,1.1060198640945582,2.208408145019702,35.73659763358066,38.18442656998823,73.07989627914964,High
12375.0,1,87,97,26.91176470588235,0.8942299885216325,2.0262178962263957,3.9486955261440957,27.39819273429391,53.65076801690012,100.3306696650841,High
12376.0,1,28,417,38.70384615384615,0.20704049572602257,0.1715169441974507,0.34026057894434975,37.577896749164104,6.2270888429557765,11.844737342561206,Low
12377.0,3,274,588,22.54157894736842,0.6264532657924194,0.7221594415234139,1.4419731697692661,22.93914646391911,16.003699847997837,30.629459486288297,Mid
12378.0,1,432,561,17.994418604651162,0.8513223490667221,0.5491696315358845,1.0934241734376788,19.700150254748028,10.452037447700459,19.949929400839718,Mid
12379.0,3,452,534,20.002716049382716,0.9347800521181902,1.1711113178572807,2.3360430275829653,20.527605979573668,23.224800464063133,44.407024464996454,Mid
12380.0,10,640,662,34.93249097472925,0.9839778342789383,2.677577548034166,5.360995077444986,34.86289925599033,90.17821885719461,173.03721754217315,Top
12381.0,4,115,119,21.21045977011494,0.9693536159977493,4.518815746944999,8.865898631614915,21.563122974610625,94.15770241743662,177.21948692194223,Top
12383.0,4,167,351,18.69252525252525,0.6380396773395934,1.3951866494852976,2.7715503465698665,19.14109552836021,25.80108357553445,49.139832729284045,High
12384.0,1,92,121,21.676666666666666,0.8702473136184944,1.743378759139619,3.4054341835912054,22.878910132387766,38.5457662637786,72.24430733823182,High
12386.0,1,29,366,36.711111111111116,0.2561351559679156,0.23596220540768292,0.4673302777438804,35.85763616543101,8.174845762434892,15.525004385883301,Low
12388.0,7,566,581,26.719931506849317,0.9804893626688098,2.198940531255494,4.395752261977365,26.802891313399815,56.937624228652325,109.0908902938071,Top
