Customer ID,frequency,recency,T,monetary_value,prob_alive,pred_purchases_6m,pred_purchases_12m,pred_aov,clv_6m,clv_12m,CLV_segment,AcquisitionChannel,AcquisitionCost,AttributedRevenue
12346.0,10,196,725,11.29878787878788,0.0004302285504203,0.0010799244671024,0.0021639500180805,11.597696925486382,0.0120992133918839,0.0232341878474909,Low,Paid Social,8,0.005808546961872725
12347.0,7,402,403,22.26608695652174,0.9835672144345978,3.007090073120219,5.988525523412731,22.44759552570629,65.21402856087332,124.49913597852668,Top,Organic,0,18.674870396779003
12348.0,4,362,437,39.59607843137255,0.9383466234120684,1.7152631512001717,3.415863248971951,39.24844112040847,65.03959492475782,124.16518607816842,Top,Email,2,24.833037215633684
12349.0,3,570,588,25.3068,0.9596272085569628,1.1062339153513194,2.208874569389244,25.56569338060217,27.32213259559475,52.29179260822382,High,Paid Social,8,13.072948152055956
12352.0,9,356,392,27.668349514563108,0.9715613005995326,3.769240755099745,7.506424072594757,27.71679006516741,100.93029452977515,192.68692432651875,Top,Paid Search,12,77.0747697306075
12353.0,1,204,408,16.948333333333334,0.7306269877343446,0.616221365952313,1.222141170707048,18.797100315403394,11.191152083801825,21.28143983903992,Mid,Paid Search,12,8.512575935615969
12355.0,1,353,567,27.074571428571428,0.7906843686736172,0.505395274828779,1.0063931820536158,27.538738256805715,13.446195807458562,25.667967737625045,Mid,Paid Search,12,10.26718709505002
12356.0,5,401,424,44.57118881118881,0.9701946448066566,2.1604651464232547,4.302710789930202,44.13818044419223,92.12682375136993,175.88625851725322,Top,Organic,0,26.382938777587984
12357.0,2,355,388,61.78263513513514,0.9345051384650398,1.175610693324564,2.3343698159102044,59.48473332336565,67.56315263390206,128.62667968984425,Top,Email,2,25.72533593796885
12358.0,4,730,731,50.48142857142857,0.9722781544310788,1.1391490294922573,2.2805268445788403,49.71917283208904,54.71431865615168,104.976690293405,Top,Email,2,20.995338058681
12359.0,9,676,733,24.482027397260275,0.9734603809848346,2.206020086502868,4.420465079315978,24.585574347744465,52.39402474042925,100.61356796983137,High,Paid Search,12,40.24542718793255
12360.0,7,603,655,19.59857142857143,0.9705485793182738,1.9596827838231248,3.921943706910796,19.839103241970307,37.55831467047382,72.03869851421791,High,Organic,0,10.805804777132687
12361.0,3,394,681,17.629310344827587,0.7728096497250837,0.7831930292912407,1.566161451028958,18.27322511211836,13.825672782368962,26.49819181673243,Mid,Organic,0,3.9747287725098643
12362.0,10,735,738,20.06078651685393,0.9880896078022796,2.4411546243711446,4.8923323152577165,20.22307697306826,47.69070579369914,91.59409628889308,High,Paid Search,12,36.637638515557235
12363.0,1,132,241,24.0,0.7845929111892472,0.9969932412387228,1.963879669047614,24.884565008974377,23.972430264464347,45.29150257944701,Mid,Paid Search,12,18.116601031778806
12364.0,3,104,111,15.448235294117646,0.9578318871839232,3.770379313785482,7.3861426142355615,16.2015296344477,59.02982239620859,110.9409333855705,Top,Paid Search,12,44.37637335422821
12365.0,1,0,290,29.15363636363636,0.2023719843458805,0.2238431656409543,0.4419902238475802,29.33352450892331,6.344278809894764,12.013905450958834,Low,Paid Search,12,4.805562180383534
12369.0,2,228,641,19.25967741935484,0.5118865643920139,0.4206468605258047,0.8400275545778113,20.082280198588865,8.16093502395009,15.620983238486176,Low,Paid Social,8,3.905245809621544
12370.0,6,617,668,21.387673267326736,0.9688770591089744,1.6916782129674297,3.3856159685535263,21.62124766201909,35.33431846604903,67.77361545744228,High,Paid Social,8,16.94340386436057
12371.0,4,600,644,24.35556886227545,0.9618761047985576,1.2608790838144217,2.521185956974109,24.588436178528426,29.95070964925621,57.39875830769183,High,Paid Search,12,22.95950332307673
12372.0,2,224,296,24.962307692307693,0.89919466437933,1.402317642271218,2.775338210252208,25.36642867009964,34.368963940122,65.22590848253463,High,Email,2,13.045181696506928
12373.0,2,362,673,22.11078431372549,0.7533919000631435,0.5931098384208581,1.185032992327846,22.72416147387649,13.02055742406606,24.934826640134418,Mid,Paid Search,12,9.973930656053767
12374.0,3,563,587,36.01469879518072,0.9580228461744572,1.1060198640945582,2.208408145019702,35.73659763358066,38.18442656998823,73.07989627914964,High,Paid Search,12,29.231958511659855
12375.0,1,87,97,26.91176470588235,0.8942299885216325,2.026217896226396,3.948695526144096,27.39819273429391,53.65076801690012,100.3306696650841,High,Paid Social,8,25.082667416271025
12376.0,1,28,417,38.70384615384615,0.2070404957260225,0.1715169441974507,0.3402605789443497,37.5778967491641,6.2270888429557765,11.844737342561206,Low,Paid Social,8,2.9611843356403016
12377.0,3,274,588,22.54157894736842,0.6264532657924194,0.7221594415234139,1.441973169769266,22.93914646391911,16.003699847997837,30.629459486288297,Mid,Email,2,6.1258918972576595
12378.0,1,432,561,17.994418604651162,0.8513223490667221,0.5491696315358845,1.0934241734376788,19.700150254748028,10.45203744770046,19.94992940083972,Mid,Paid Search,12,7.979971760335889
12379.0,3,452,534,20.00271604938272,0.9347800521181902,1.1711113178572807,2.3360430275829653,20.527605979573668,23.224800464063133,44.40702446499645,Mid,Paid Social,8,11.101756116249112
12380.0,10,640,662,34.93249097472925,0.9839778342789384,2.677577548034166,5.360995077444986,34.86289925599033,90.1782188571946,173.03721754217315,Top,Paid Social,8,43.25930438554329
12381.0,4,115,119,21.21045977011494,0.9693536159977492,4.518815746944999,8.865898631614915,21.563122974610625,94.15770241743662,177.21948692194223,Top,Paid Search,12,70.8877947687769
12383.0,4,167,351,18.69252525252525,0.6380396773395934,1.3951866494852976,2.7715503465698665,19.14109552836021,25.80108357553445,49.139832729284045,High,Email,2,9.82796654585681
12384.0,1,92,121,21.676666666666662,0.8702473136184944,1.743378759139619,3.4054341835912054,22.87891013238777,38.5457662637786,72.24430733823182,High,Paid Search,12,28.89772293529273
12386.0,1,29,366,36.71111111111112,0.2561351559679156,0.2359622054076829,0.4673302777438804,35.85763616543101,8.174845762434892,15.5250043858833,Low,Paid Search,12,6.21000175435332
12388.0,7,566,581,26.71993150684932,0.9804893626688098,2.198940531255494,4.395752261977365,26.80289131339981,56.937624228652325,109.0908902938071,Top,Organic,0,16.363633544071064
12389.0,2,253,655,29.251632653061225,0.5611577214679779,0.4524593878345977,0.9037604208766576,29.340985821854545,12.825147267285695,24.554081626132938,Mid,Organic,0,3.6831122439199406
12391.0,5,641,662,9.86982206405694,0.9733474091389398,1.4791925461457769,2.959437013761373,10.50233920312598,15.007575696875907,28.777025789210533,Mid,Organic,0,4.31655386838158
12393.0,5,356,427,22.424766355140186,0.9436785808552954,2.089156868495375,4.161017605297255,22.67177667925105,45.75942745565323,87.36919653551315,High,Paid Search,12,34.947678614205266
12394.0,1,153,216,47.12888888888889,0.8465061058823244,1.1641614111099965,2.2899350492353654,44.85095042792554,50.45266401092165,95.19285275322714,High,Paid Search,12,38.077141101290856
12395.0,14,583,602,19.94988188976378,0.9873530031509792,3.9524211811242447,7.908520859338952,20.06756307717338,76.62265134328545,146.93916784443994,Top,Email,2,29.387833568887988
12397.0,1,99,134,19.12619047619048,0.864057841161212,1.6289140064968164,3.1854954541540925,20.677170530215623,32.548438442699066,61.07075372952568,High,Paid Social,8,15.26768843238142
12399.0,6,525,644,17.83909090909091,0.9330967929361474,1.682649637037093,3.366390776144241,18.163933436086268,29.52592955337589,56.61428402455263,High,Paid Search,12,22.645713609821055
12402.0,5,347,670,17.955714285714286,0.5480706250843671,0.8241084701393121,1.64899020256494,18.33994943450161,14.600970314546052,28.000376512457446,Mid,Paid Social,8,7.000094128114362
12403.0,1,471,521,113.26222222222222,0.8878356937614048,0.6102239218165638,1.213916357613955,101.94161434683278,60.09945525028485,114.616538677638,Top,Paid Search,12,45.8466154710552
12406.0,4,675,696,38.49614457831325,0.9682335261066406,1.185041232147738,2.371313123894827,38.19040328719279,43.720650188569095,83.84737773045609,High,Organic,0,12.577106659568413
12407.0,4,214,263,22.18337662337662,0.939005299614174,2.569876281347909,5.087812134656125,22.498981832360062,55.86428821671472,106.05453472048616,Top,Paid Search,12,42.421813888194464
12408.0,7,465,497,27.30044025157233,0.9741995619958216,2.498983710928036,4.987730470162127,27.370555330866576,66.07840857784517,126.4162349870492,Top,Email,2,25.28324699740984
12409.0,6,486,564,88.70943181818183,0.952874904387814,1.9293129560603053,3.854909049874504,87.21151725587417,162.54860198727175,311.29683109026433,Top,Paid Search,12,124.51873243610574
12410.0,2,193,501,25.34275,0.5901877192580935,0.600106378337206,1.195183067854365,25.71895260071901,14.910951481368071,28.46837510774948,Mid,Paid Social,8,7.11709377693737
12412.0,5,464,538,20.448267716535437,0.9511231132948472,1.7318812172849618,3.4579051971092354,20.75596757277579,34.72734984736795,66.46035460777581,High,Paid Social,8,16.615088651943953
12413.0,3,335,401,19.59705882352941,0.933591202315904,1.4878164383136314,2.958309558355094,20.142292214230668,28.95286633034793,55.19142774595976,High,Paid Search,12,22.076571098383905
12414.0,5,246,463,34.01464285714286,0.6284193809747893,1.3001982181764344,2.591908627953369,33.90577933008747,42.5894867350753,81.38471339067357,High,Organic,0,12.207707008601036
12415.0,27,503,527,156.00255939524837,0.9865647017818464,8.19203668399024,16.376671918392226,155.2704322366756,1228.8100797977545,2354.437125900399,Top,Email,2,470.88742518007984
12417.0,19,730,733,18.42408108108108,0.9934395977146816,4.431644433983903,8.884379933917756,18.52366407723651,79.30150292315643,152.35241971863675,Top,Organic,0,22.852862957795512
12418.0,3,517,629,19.815686274509805,0.9267890585460428,1.0073156185755978,2.012749214234109,20.3499556329394,19.80320242365553,37.92619015884013,Mid,Organic,0,5.688928523826019
12419.0,1,27,413,20.1204,0.2064960566364154,0.1724281144168236,0.3420264835152845,21.53543789597348,3.587633446671663,6.823356419427435,Low,Paid Social,8,1.7058391048568589
12421.0,5,489,504,16.90153846153846,0.97378342682545,1.875069101436022,3.741264054911365,17.318142687795334,31.37131971868332,59.99908940607567,High,Organic,0,8.99986341091135
12422.0,16,625,721,30.41744186046512,0.9372360694070948,3.616753381031534,7.2490957532760625,30.417949644496744,106.277067974784,204.13395858031325,Top,Paid Search,12,81.6535834321253
12423.0,9,465,465,15.893272727272729,0.9873367467897476,3.3235817933175573,6.630900884931156,16.145359383376885,51.84045696319093,99.13964021847674,High,Paid Search,12,39.6558560873907
12424.0,3,385,547,36.30467391304347,0.8791204439180184,1.0788374726882344,2.152535117179423,36.01203067753655,37.53338690258863,71.78329855750573,High,Paid Search,12,28.713319423002293
12425.0,1,370,447,19.136373626373626,0.8700613297476236,0.680467115986389,1.3511099749802449,20.68596129843249,13.599512310171518,25.88953230599037,Mid,Paid Search,12,10.355812922396149
12426.0,1,468,662,17.470259740259742,0.8265340027339007,0.4615819499627049,0.9207796810329392,19.247661682665065,8.58304503166688,16.41214275754371,Low,Paid Social,8,4.103035689385927
12427.0,2,349,371,27.54390243902439,0.9390968258714808,1.225134523586093,2.4313934128193457,27.75857567630203,32.856778731567154,62.52056030636877,High,Paid Search,12,25.00822412254751
12428.0,8,257,283,27.062789115646257,0.9718304216539576,4.409683921689206,8.748650730350255,27.12892385312644,115.58106064368884,219.8630052919589,Top,Organic,0,32.97945079379383
12429.0,7,537,545,43.27115606936416,0.9820384620339068,2.327815679973483,4.6504415655729705,42.98789233975773,96.67235165731898,185.1105515684622,Top,Paid Social,8,46.27763789211555
12431.0,26,658,693,26.809802469135807,0.984264346085128,6.205633362211465,12.436431332532916,26.83196071158084,160.85327289883458,308.9250684877195,Top,Paid Search,12,123.5700273950878
12432.0,4,129,171,46.84555555555556,0.9292170842514276,3.453090415228991,6.801979370918481,46.22178869679568,154.22204963091534,291.37523000135417,Top,Paid Social,8,72.84380750033854
12433.0,9,476,476,29.15192634560907,0.9873367467897476,3.2586243026359853,6.502874507352683,29.17470891968294,91.84473130357324,175.68408788054734,Top,Paid Search,12,70.27363515221894
12434.0,2,296,380,15.763285714285717,0.9025696219113936,1.1548405391005907,2.292552178278255,16.84246769105674,18.79187304387581,35.76741842415505,Mid,Organic,0,5.365112763623258
12435.0,5,657,736,124.33866071428572,0.9582277263771906,1.3254214362689023,2.6543887774250265,121.4563460566616,155.51381282424256,298.4754892005633,Top,Paid Search,12,119.39019568022532
12437.0,38,735,736,22.52824156305506,0.9967849965386516,8.571796551470836,17.18896919428161,22.56120381070016,186.81958984304603,359.00468516799674,Top,Organic,0,53.85070277519951
12438.0,1,125,139,29.66173469387755,0.8924862369598137,1.645222953319088,3.218746057120752,29.772148566527505,47.33394150475884,88.84864610929193,High,Email,2,17.769729221858388
12439.0,1,43,725,16.085833333333333,0.1030513049130315,0.0531030094652005,0.1060372489043868,18.052533314948896,0.9261186100749114,1.772560533533439,Low,Paid Search,12,0.7090242134133756
